abadejo	abadejos
curar	curés|curaremos|curadnos|curándole|curarías|curándote|curémoslos|curándolas|cúrenle|curan|curará|cúralos|curados|curémosla|curado|curándoos|curadlas|cúreles|curarle|curadle|curarles|curemos|curaras|curaos|curáramos|curándoles|curas|curamos|curadas|curaban|curaría|curándose|curadme|curándonos|curareis|cúrese|curé|cúrale|curaron|cúreme|curó|curarnos|cúrenlas|curasen|cúrennos|curarais|cura|curáremos|cúrenles|cúrenme|curarán|cúrenos|curémoslo|curándome|curás|cure|curá|curémonos|curen|cúrenlos|curarlos|curasteis|cúrate|curéis|curaseis|curémosle|curarlas|cúrala|curarse|curaste|cúrame|cúrele|curabas|cures|cúrelos|curáis|cúranos|curaros|curare|curaran|curadlo|curarlo|cúralas|curarás|curara|curando|cúrelo|curaba|cúrela|curarme|curad|curándola|curaríamos|curémoslas|curaré|curase|curándolo|curarla|cúrenla|curábamos|curásemos|curada|curo|cúrense|curabais|curaríais|curémosles|curadla|curémoos|curaren|cúrales|curases|curándolos|curaréis|curémoste|cúrenlo|curadles|curares|curarte|curarían|cúrelas|curadlos|cúralo
curativo	curativos|curativa|curativas
curia	curias
curiosidad	curiosidades
curioso	curiosa|curiosos|curiosas
curry	currys
cursillo	cursillos
curso	cursos
curtiduría	curtidurías
curva	curvas
curvatura	curvaturas
curvo	curva|curvas|curvos
custodia	custodias
custodio	custodios
cutáneo	cutáneas|cutánea|cutáneos
cutícula	cutículas
cuádruple	cuádruples
cuánto	cuántas|cuántos|cuánta
cuña	cuñas
cuñada	cuñados|cuñado|cuñadas
cuñado	cuñadas|cuñados|cuñada
cábala	cábalas
cálculo	cálculos
cáliz	cálices
cámara	cámaras
cáncer	cánceres
cántaro	cántaros
cápsula	cápsulas
cárcel	cárceles
cáscara	cáscaras
cátodo	cátodos
cáustico	cáustica|cáusticas|cáusticos
cáñamo	cáñamos
céltico	céltica|célticos|célticas
céntimo	céntimos
césped	céspedes
cíclico	cíclica|cíclicas|cíclicos
címbalo	címbalos
cínico	cínica|cínicos|cínicas
círculo	círculos
cístico	cística|císticas|císticos
cítrico	cítricas|cítrica|cítricos
cívico	cívicos|cívica|cívicas
códice	códices
cólera	cóleras
cólico	cólicas|cólicos|cólica
cómico	cómicos|cómica|cómicas
cómo	cómos
cómoda	cómodas
cómodo	cómoda|cómodas|cómodos
cómplice	cómplices
cóncavo	cóncava|cóncavos|cóncavas
cónclave	cónclaves
cóndor	cóndores
cónico	cónicos|cónicas|cónica
cónsul	cónsules
córdoba	córdobas
córnea	córneas
cósmico	cósmicas|cósmicos|cósmica
cúbico	cúbicos|cúbicas|cúbica
cúbito	cúbitos
cúpula	cúpulas
cúspide	cúspides
dadivoso	dadivosa|dadivosos|dadivosas
dado	dados
dador	dadora|dadores|dadoras
daga	dagas
dalia	dalias
dama	damas|caballero|caballeros
damasco	damascos
damisela	damiselas
damnificar	damnificaran|damnifico|damnificasen|damnificad|damnifiqués|damnificada|damnificas|damnificare|damnificares|damnificaríamos|damnificáramos|damnificabas|damnificáis|damnificaré|damnificaron|damnificaremos|damnificaría|damnificaseis|damnificases|damnificó|damnificarais|damnifiquen|damnifiqué|damnificamos|damnifiquemos|damnificadas|damnifican|damnificasteis|damnificaríais|damnificá|damnificaban|damnifiquéis|damnifiques|damnificado|damnificábamos|damnificarás|damnificarán|damnificados|damnificabais|damnificara|damnificase|damnificarían|damnificásemos|damnifique|damnificareis|damnificaren|damnifica|damnificáremos|damnificando|damnificaste|damnificás|damnificará|damnificaba|damnificaréis|damnificarías|damnificaras
danza	danzas
danzar	danza|dáncenle|danzándonos|dancémoslo|dancemos|dánzanos|danzaras|dancémosles|danzaros|danzasteis|danzarle|danzadle|danzarán|dánzala|dáncela|danzados|dánzales|danzaste|danzare|dáncense|danzaremos|dáncennos|danzado|dáncenos|dáncelas|danzadnos|danzan|danzarías|danzaríais|dance|danzándose|danzo|dáncenles|danzaréis|danzará|dánzalos|dáncele|danzándola|danzaré|danzarlo|danzaría|dánceme|danzases|danzares|danzarse|dancémoslas|dáncelos|danzabas|danzándolo|danzarte|danzándolas|danzara|danzarles|danzarais|dancémoos|danzándome|danzas|danzadme|danzá|dáncese|danzáremos|danzadas|danzáis|danzarnos|dancémonos|danzada|danzarlas|danzándote|danzándolos|danzaran|danzase|dancés|danzaren|dánzate|dánceles|dancé|danzó|dánzame|danzarme|danzarás|danzareis|dancémoslos|dancéis|danzándole|danzásemos|danzaba|danzás|dánzalas|danzábamos|dáncenla|danzándoles|dánzalo|danzadla|dáncenlas|dáncelo|danzarla|danzadlo|danzándoos|danzadlas|danzad|danzarían|danzabais|danzadles|danzasen|dáncenme|danzaseis|danzaos|dancémoste|danzáramos|dancémosla|dancémosle|dáncenlos|danzadlos|dances|danzando|danzaron|danzaban|danzaríamos|danzamos|dancen|dáncenlo|danzarlos|dánzale
danés	danesa|danesas|daneses
dar	dándote|darlo|darlas|delo|démoslas|des|dé|dándoos|danos|disteis|darías|dándoles|dada|daríais|diera|dándonos|dándolas|deles|démosle|dándose|darte|dala|dan|dadnos|dadlo|denlo|dad|darle|dabais|démoos|daban|dieses|dale|dándole|dará|demos|diste|dese|delos|dadas|darán|darme|dio|darlos|dadme|denos|dados|dándome|den|dadlas|darla|date|daos|daríamos|dieseis|démosla|darse|dalos|dame|denles|diesen|dadle|dadles|diésemos|dieran|dieren|dense|dándolo|denme|darían|dalo|dado|da|diéremos|démoste|denlos|denle|dando|daba|denla|diere|dabas|dales|dalas|das|darnos|dela|doy|dábamos|daros|dándola|dennos|darás|daréis|darles|dadla|dierais|deis|dieron|diereis|daría|dais|démosles|diese|delas|dieres|dele|deme|di|démoslos|diéramos|dieras|dimos|démoslo|dadlos|dándolos|denlas|daré|daremos|damos|démonos
dardo	dardos
data	datas
dato	datos
dañar	dáñeme|dañándonos|dañemos|dañadles|dañamos|dáñennos|dañarían|dañés|dáñame|dañarle|dañadnos|dañarías|dañases|dañadas|dañáramos|dañá|dáñelas|dáñenlo|dáñelo|dañémonos|dáñales|dañarlo|dáñalas|dáñeles|dañareis|dañaren|dañaría|dañadlo|dañándolos|dáñate|dañáis|dáñalos|dañándolas|dañásemos|dañarnos|dañaros|dañarán|dañarse|dáñenlos|dañada|dañaste|dañarlas|dañad|dañándoos|dáñanos|dañadlos|dáñenlas|dañéis|dañado|dáñenme|dañáremos|dáñelos|dañabas|dañarás|dáñalo|dañes|dañará|dañen|dáñenles|dañando|dañaríais|dáñenle|dañabais|dañándolo|dañadlas|dañaba|dáñenla|dañares|dañémosla|dañadme|dañaré|dañó|dañaseis|dañándose|dañémoste|dañara|dañábamos|dañasen|dañare|dañémoslo|dañaron|dañaremos|dañémoos|dañándole|dáñese|dañás|dañémoslas|dañan|dañémosle|dañadla|dañaran|dañasteis|dañándote|dañaos|dañados|dáñala|dáñela|dañémosles|dañarais|dañándoles|dañarte|dañe|dañé|dañaras|dañase|dañémoslos|dañarme|dañaréis|dáñense|dañándome|dañadle|dáñale|dañas|dañarla|dañaban|dañándola|daño|dañaríamos|dáñele|dáñenos|dañarles|dañarlos|daña
daño	daños
debate	debates
debatir	debaten|debata|debatid|debatiéndonos|debatirte|debátanse|debatirá|debatiríamos|debatiéndole|debatiéramos|debátanle|debatirles|debatiéndome|debatían|debátanos|debatiréis|debates|debatirlos|debátelas|debatámoos|debatás|debatidas|debatía|debátenos|debatidle|debatiesen|debatidles|debatamos|debátalas|debatirás|debatidla|debátala|debátanlo|debatieron|debatida|debatíais|debatámosle|debatirle|debatiste|debátame|debatieran|debatiéndola|debátanla|debatámoslo|debatiéndose|debatirlo|debatierais|debatiéndote|debatiéndolas|debátalo|debatí|debatidlas|debátanme|debatidos|debáteme|debatimos|debátelos|debatisteis|debátanles|debatiros|debátase|debatámoslas|debatiremos|debatió|debatidlos|debatirla|debatiría|debatíos|debatidme|debatáis|debatidnos|debátela|debátele|debatiere|debatiéndolos|debatan|debatiera|debatirme|debatirse|debatirlas|debatiendo|debatámonos|debátanlos|debatiéndoles|debatirán|debatirías|debatidlo|debatieseis|debatiereis|debatieres|debatiéndolo|debáteles|debátannos|debátales|debatieren|debátelo|debatas|debatiéremos|debatámoste|debatiese|debatiré|debatías|debatámosles|debátale|debatieras|debatieses|debatiríais|debátalos|debátanlas|debatirnos|debatiésemos|debátete|debatámosla|debatido|debate|debatiéndoos|debato|debatámoslos|debatirían|debatíamos|debatís
deber	debámoslos|debiéndola|debedlo|debámoste|deberlas|débalas|deberías|debiere|debo|deben|débame|debedlos|débelas|débalos|débele|deberemos|debiéndote|debiéndome|deberán|débale|debiéndoles|debía|debíais|deberla|debiéremos|debieras|deberé|debednos|debidas|debernos|debió|debiéndoos|debes|débelo|debámoos|debiéndolo|debámosles|debiese|debéis|debiéndolos|débeles|debedles|deberme|debiera|debido|debé|débanlas|debieren|deberíamos|debedlas|debás|debiésemos|debieses|deberos|debáis|débela|deberás|debe|debiéndole|debieron|deberse|débeme|debida|deberlos|debedle|débanla|debidos|débanlo|deberle|debámosle|debí|debedme|deberá|debimos|debieseis|debían|debías|deberlo|débala|debieres|debemos|deberíais|debiéndolas|débanle|débenos|debámonos|débalo|debería|debiéndonos|debíamos|debeos|deberte|debed|deban|débanos|debiéramos|débanme|debiste|débase|debamos|debámoslo|débelos|debedla|debámoslas|debiéndose|débales|debés|débete|débanse|débanles|debiendo|deberían|debisteis|debiesen|deba|deberéis|debas|débannos|debámosla|deberles|debierais|debieran|debiereis|deberes|débanlos
debilidad	debilidades
debilitar	debilítate|debilitabais|debilíteles|debilitadla|debilitaras|debilitarlos|debilitarán|debilítalos|debilitándose|debilítanos|debilítenla|debilitarlas|debilitaseis|debilitamos|debilitáis|debilitaremos|debilitándote|debilítelos|debilítenle|debilitaríais|debilitadle|debilitándoles|debilitándolos|debilitándole|debilitara|debilitares|debilitémoos|debilítenlo|debilitad|debilitémoslas|debilitó|debilitarles|debilitás|debilitaste|debilitado|debilitas|debilitándola|debilitarnos|debilítale|debilitaban|debilitando|debilítelas|debilítalas|debilitareis|debilitases|debilita|debilitémoslo|debilitarlo|debilítala|debilitaron|debilitaos|debilitáremos|debilítalo|debilítennos|debilitaran|debilito|debilitemos|debilitábamos|debilitadas|debilítenlos|debilitarías|debilitándolo|debilitaba|debilitados|debilítenos|debilítenme|debilítelo|debilitaren|debilitarle|debilítela|debilitarla|debilitaros|debilitémosla|debilités|debilitáramos|debilítele|debilitándome|debilitasen|debilitándonos|debilitándoos|debilites|debilitémosles|debilitadles|debilitadlas|debilítales|debilítenles|debilitadnos|debilitémonos|debilitándolas|debilitarte|debilitadme|debilitéis|debilítese|debilitare|debilítenlas|debilitaría|debilitaríamos|debilitarme|debilité|debiliten|debilitadlo|debilitase|debilitadlos|debilitada|debilíteme|debilitémosle|debilitaré|debilitarse|debilitarais|debilitan|debilitémoste|debilitarás|debilítame|debilite|debilitásemos|debilitabas|debilítense|debilitaréis|debilitá|debilitasteis|debilitará|debilitarían|debilitémoslos
debut	debuts
debutante	debutantes
decadencia	decadencias
decaimiento	decaimientos
decantar	decantaréis|decántenme|decantará|decantaba|decántela|decantaste|decántenle|decantarles|decantarlos|decantada|decantarla|decantémosles|decantémoos|decantándola|decantémoslo|decántenos|decantarle|decantándome|decantáis|decántenlo|decantaras|decantarais|decántale|decantó|decantadnos|decantaremos|decántala|decantadme|decantadle|decántenles|decantasen|decántelos|decantarán|decantadas|decántele|decantaría|decantaran|decantándolo|decántenlas|decantaseis|decantáramos|decantaren|decantáremos|decantándole|decantándonos|decantándolos|decantasteis|decanten|decántales|decantara|decantarte|decantarían|decantaríamos|decantándoos|decántense|decántelo|decantadlo|decantamos|decantaríais|decantarías|decantes|decantarme|decantándose|decantases|decantémoslos|decantado|decantase|decantémoste|decantadlas|decantémoslas|decántenlos|decantaos|decánteles|decantaban|decanté|decantás|decánteme|decantarnos|decantarse|decántalos|decantadles|decantabas|decantareis|decantaros|decantados|decanta|decántalo|decanto|decantare|decantés|decantémosla|decantares|decantabais|decantándote|decantan|decántalas|decántelas|decantemos|decantá|decantadla|decantarás|decantaré|decántate|decantándolas|decántese|decantaron|decantad|decantémonos|decantándoles|decantásemos|decantadlos|decantarlo|decantémosle|decantéis|decántame|decantando|decante|decantarlas|decantas|decántenla|decantábamos|decántanos|decántennos
decapitación	decapitaciones
decapitar	decapitéis|decapítenlo|decapité|decapitándome|decapitabas|decapiten|decapitémosle|decapitado|decapitaras|decapitarías|decapítennos|decapítenla|decapitás|decapitaros|decapítenos|decapitémosles|decapitaréis|decapitare|decapitándole|decapitaran|decapítele|decapíteme|decapitándolos|decapítalo|decapitadlas|decapitaseis|decapitada|decapítenles|decapités|decapítate|decapítenme|decapitaríais|decapitadlo|decapitáis|decapitémoslas|decapitarais|decapitabais|decapitareis|decapitándonos|decapítelos|decapitó|decapitaos|decapitadas|decapitarlos|decapitaste|decapítenle|decapítala|decapitamos|decapitándolo|decapitarnos|decapitemos|decapitaremos|decapitará|decapitases|decapite|decapítela|decapitémoos|decapítense|decapites|decapitaríamos|decapitaban|decapitarle|decapítalas|decapitadla|decapítelo|decapitadle|decapitan|decapitando|decapitarles|decapitasen|decapitasteis|decapita|decapitémoslos|decapitaré|decapitara|decapitémonos|decapítales|decapitémosla|decapitarlo|decapitad|decapítanos|decapitándote|decapitándolas|decapitados|decapitá|decapitándoles|decapítenlos|decapitándola|decapitadles|decapitábamos|decapitáremos|decapitarse|decapitaron|decapítelas|decapitémoste|decapitarme|decapitas|decapítale|decapitándoos|decapíteles|decapitares|decapitarla|decapitadnos|decapitándose|decapitarían|decapitadlos|decapítame|decapitaren|decapitarán|decapitadme|decapitase|decapitarás|decapitáramos|decapitémoslo|decapítese|decapitarte|decapito|decapitaría|decapitásemos|decapitaba|decapítenlas|decapítalos|decapitarlas
decencia	decencias
decenio	decenios
decepcionado	decepcionados|decepcionada|decepcionadas
dechado	dechados
decidido	decididos|decididas|decidida
decidir	decidiere|decidiéndote|decídelas|decididme|decidían|decidía|decidirían|decídame|decidiéramos|decídase|decidiéndolo|decidámoste|decidiéndolos|decídala|decidirle|decididlos|decídanlas|decidirme|decidíamos|decidirías|decidiéndonos|decidiéndome|decídalos|decidámoslos|decide|decidirles|decidieran|decidiéndose|decidirán|decidas|decidámosles|decidáis|decidirlas|decidieseis|decidirá|decídenos|decidiera|decidirla|decidiéndola|decididla|decídeles|decidiéndoos|decídannos|decídales|decidámosla|decidan|decidieres|decídalo|decidirás|decidiéremos|decídela|decídanle|decides|decídelo|decididles|decidí|decídanlos|decidid|decidámoslas|decídanla|decidiesen|decidiésemos|decidiros|decidirlos|decidiría|decididlas|decidisteis|decídanme|decidida|decididas|decidirte|decidiereis|decidámoslo|decididle|decídale|decídete|decidíais|decidirnos|decidiríais|decidámosle|decidiremos|decídanlo|decidiéndole|deciden|decidido|decido|decídelos|decidimos|decidís|decidiríamos|decídanse|decidió|decida|decididnos|decidías|decidieses|decidíos|decidiéndoles|decidieras|decididlo|decidiré|decidieren|decidás|decidiréis|decídeme|decidámoos|decidamos|decidirse|decidiéndolas|decidirlo|decídalas|decidiste|decididos|decidiendo|decidámonos|decídele|decidieron|decídanles|decídanos|decidierais|decidiese
decidor	decidora|decidores|decidoras
decimal	decimales
decimoctavo	decimoctava|decimoctavas|decimoctavos
decimocuarto	decimocuartas|decimocuarta|decimocuartos
decimonono	decimononos|decimononas|decimonona
decimoquinto	decimoquinta|decimoquintos|decimoquintas
decimosexto	decimosextas|decimosextos|decimosexta
decimoséptimo	decimoséptimas|decimoséptima|decimoséptimos
decimotercero	decimoterceros|decimoterceras|decimotercera
decir	diciéndoos|dígalo|dicen|diré|decidnos|decirte|dijeras|dijera|dijere|dime|dirá|díganla|dirían|dite|decidlo|decirse|decidle|decidla|dijéramos|decís|dirán|decirnos|dijerais|digámosle|dilo|dijo|decirle|dijereis|diríamos|dijesen|dilos|digás|decid|dijeses|dice|díganlas|diríais|diréis|decirme|digáis|diles|dígalas|digámonos|dígalos|dije|dígame|díganme|decirlo|dicho|díganlos|dirías|díganles|diría|diciéndole|digan|decidme|digámoste|diciéndonos|dijeron|decí|dijeran|dilas|díganse|diciéndola|dígale|decirles|diciéndoles|digas|dijeren|dígase|dila|dichas|decidlos|digámosles|dichos|decíais|dijeseis|dijese|dígales|diciéndome|díganos|diga|decía|diciendo|diciéndolas|dijéremos|digámoslo|digámoslas|decías|diciéndose|dígannos|decirlos|decires|dijisteis|decían|diciéndolos|deciros|dicha|diciéndolo|digámosla|digámoos|dígala|díganle|decidles|dijésemos|dices|digámoslos|dijimos|decíamos|digamos|dijiste|diciéndote|decidlas|di|decirla|dijeres|dirás|diremos|decimos|díganlo|decirlas|dile|digo|dinos|decíos
decisivo	decisiva|decisivas|decisivos
decisión	decisiones
declamación	declamaciones
declamar	declamémosles|declamaría|declamadle|declamarlo|declamémoos|declamémoslo|declamadles|declamábamos|declamamos|declamadlo|declamada|declamas|declamasen|declamarle|declamaos|declamásemos|declamáis|declamés|declamabais|declamándonos|declámeme|declámelo|declámela|declame|declámalas|declámenos|declámenlas|declámales|declamaren|declamándote|declamara|declamabas|declamáremos|declamadnos|declámalos|declamarlos|declaméis|declamarlas|declamarán|declamaba|declámelos|declamarme|declames|declamarás|declama|declamadas|declamémonos|declamándolas|declamaríamos|declamadlas|declamadlos|declamás|declamemos|declámese|declamarías|declamarte|declamé|declamasteis|declamémoslos|declamando|declamen|declamándolos|declamándolo|declámate|declamaremos|declamareis|declamados|declamaríais|declámenles|declamáramos|declámelas|declamándoles|declámenle|declamándola|declaman|declamarían|declamado|declamará|declamaran|declamarles|declamémoslas|declámale|declamare|declámense|declamémoste|declamándole|declamase|declamad|declamarla|declamaréis|declamarais|declamarnos|declámalo|declamadme|declamaron|declamá|declámanos|declamaras|declámenlo|declamaros|declamándoos|declamándose|declámala|declamémosle|declamadla|declámame|declamó|declamases|declamándome|declámeles|declamémosla|declamo|declamares|declámennos|declamaré|declamaseis|declámenlos|declamarse|declámenme|declámele|declámenla|declamaban|declamaste
declaración	declaraciones
declarar	declaremos|decláralos|declarásemos|declarasen|declaraban|declaren|declarémosle|declárelo|declarándolas|declararéis|declarándoos|declárenle|declarados|declárate|declararías|declara|declararse|declararás|declararles|declarara|declarabais|declararos|declararíamos|declares|declárese|declarareis|declarándose|declará|declararte|declaro|declarémosles|declararla|declarándoles|decláranos|declaradla|declaradnos|declarad|declarabas|declarándolo|declararía|declaradles|declárelos|declararlo|declárame|declaradme|declarándonos|declaráramos|declarémoslo|declárenos|declárala|declaraba|declarase|declarémoslas|declaradlos|declárennos|declarare|declaramos|declárenlas|declárenlo|declaran|declaradlo|declararé|decláralas|declararnos|declárales|declaras|declare|declárenla|declarasteis|declararen|declarándote|decláralo|declaró|declarábamos|declarará|declararais|declarándolos|declarémonos|decláreme|declárela|declarémoste|declarando|declárense|declárenme|declararon|decláreles|declaraste|declaré|declarándome|declaréis|declaráis|declarada|declaradlas|declararíais|declarémosla|declarémoos|declararán|declarándole|declararlas|declarés|declarases|declarándola|declárenlos|declaraos|declararle|declaradle|declarado|declararme|declaraseis|declárale|declararlos|declárelas|declarás|declarares|declararan|declárenles|declararemos|declaráremos|declararas|declaradas|declarémoslos|declárele|declararían
